Ref,Val,Package,PosX,PosY,Rot,Side
"R14","7R5 1% 1/2W","R_0805_2012_DensityHigh",32.920401,37.024900,0.000000,top
"R15","0m5 1% 2W","HCS1206FTL500",38.600000,40.560000,90.000000,top
"R16","7R5 1% 1/2W","R_0805_2012_DensityHigh",22.360000,37.575000,90.000000,top
"R17","7R5 1% 1/2W","R_0805_2012_DensityHigh",19.980000,37.575000,90.000000,top
"R18","0m5 1% 2W","HCS1206FTL500",16.260000,40.560000,90.000000,top
"R21","100k 1%","R_0402_1005_DensityHigh",29.550400,6.299900,90.000000,top
"R22","100R 1% 1/5W","R_0402_1005_DensityHigh",29.550400,4.699900,-90.000000,top
"R23","100R 1% 1/5W","R_0402_1005_DensityHigh",24.500400,13.049900,180.000000,top
"R24","100k 1%","R_0402_1005_DensityHigh",40.450400,4.699900,-90.000000,top
"R25","100R 1% 1/5W","R_0402_1005_DensityHigh",40.450400,6.299900,90.000000,top
"R26","150R 1% 1/5W","R_0402_1005_DensityHigh",45.500400,13.049900,180.000000,top
"R27","10k 1%","R_0402_1005_DensityHigh",12.940000,48.020000,180.000000,top
"R29","100k 1%","R_0402_1005_DensityHigh",14.100400,37.124898,180.000000,top
"R30","4k7 1%","R_0402_1005_DensityHigh",13.700400,35.774900,-90.000000,top
"R33","10k 1%","R_0402_1005_DensityHigh",58.140400,39.299900,180.000000,top
"R35","100R 1% 1/5W","R_0402_1005_DensityHigh",52.499413,27.430571,165.000000,top
"R36","100R 1% 1/5W","R_0402_1005_DensityHigh",52.706464,28.203310,165.000000,top
"R37","100R 1% 1/5W","R_0402_1005_DensityHigh",53.331168,30.515405,165.000000,top
"R38","100R 1% 1/5W","R_0402_1005_DensityHigh",53.536931,31.283323,165.000000,top
"R39","100R 1% 1/5W","R_0402_1005_DensityHigh",54.158093,33.601537,165.000000,top
"R40","100R 1% 1/5W","R_0402_1005_DensityHigh",16.579860,31.508609,15.000000,top
"R41","100R 1% 1/5W","R_0402_1005_DensityHigh",16.786912,30.735866,15.000000,top
"R42","100R 1% 1/5W","R_0402_1005_DensityHigh",17.408080,28.417649,15.000000,top
"R43","100R 1% 1/5W","R_0402_1005_DensityHigh",17.613236,27.644907,15.000000,top
"R44","2k 1%","R_0402_1005_DensityHigh",38.475400,9.124900,135.000000,top
"R45","2k 1%","R_0402_1005_DensityHigh",29.475400,10.574900,45.000000,top
"R46","2k 1%","R_0402_1005_DensityHigh",40.375400,11.024900,135.000000,top
"R47","2k 1%","R_0402_1005_DensityHigh",30.025400,10.024900,45.000000,top
"R50","60R4 1% 1/4W","R_0603_1608_DensityHigh",62.200400,40.319901,180.000000,top
"R51","60R4 1% 1/4W","R_0603_1608_DensityHigh",59.200400,40.319902,180.000000,top
"R55","5R 1% 0.4W","R_0603_1608_DensityHigh",41.950000,43.975000,90.000000,top
"R56","5R 1% 0.4W","R_0603_1608_DensityHigh",35.000000,43.975000,90.000000,top
"R57","5R 1% 0.4W","R_0603_1608_DensityHigh",14.140000,43.975000,90.000000,top
"R58","5R 1% 0.4W","R_0603_1608_DensityHigh",55.820000,46.475002,-90.000000,top
"R59","5R 1% 0.4W","R_0603_1608_DensityHigh",35.000000,47.850000,-90.000000,top
"R60","5R 1% 0.4W","R_0603_1608_DensityHigh",28.039998,50.169999,-90.000000,top
"SW1","CAS-220TA","CAS-220A_NDC-L",60.700400,43.819900,180.000000,top
"TH1","47k 1% NTC","R_0402_1005_DensityHigh",14.140000,47.620000,90.000000,top
"U1","STM32G474RET3","LQFP-64_10x10mm_P0.5mm",35.000400,16.499900,-135.000000,top
"U2","LMR36506MSC5RPERQ1","LMR36503",9.700399,38.161900,180.000000,top
"U3","LMR36006FSCQ","LMR36006",48.098889,27.626160,135.000000,top
"U6","DRV8353FS","WQFN-40-1EP_6x6mm_P0.5mm_EP4.15x4.15mm_ThermalVias",35.000400,30.249900,-135.000000,top
"U10","TCAN1051HGVDRBRQ1","HVSON-8-1EP_3x3mm_P0.65mm_EP1.6x2.4mm_ThermalVias",57.350400,37.099900,0.000000,top
